file_number,office,shift_granted,admission_date,condition,shift_date,egress_date,technical,detail
p-54720-20,correccional,si,,turno otorgado,,,,
p-52679/20,integridad sexual,si,29/7/2020,archivado,,4/9/2020,ev,retira ca�adas jefe de mesa de entradas sexuales
p-54545/20,oficina fiscal san martin,si,1/9/2020,archivado,,10/11/2020,lo,retira aciar de zona este
p-52994/20,oficina fiscal san martin,si,3/9/2020,archivado,,16/3/2021,jv,retira aciar de zona este
p-52588/20,san rafael,si,29/7/2020,archivado,,17/9/2020,ev,retira juan pablo martinez
p-45605/20,"robos, hurtos y sustraccion automotores",si,31/7/2020,archivado,,22/3/2021,lo,entregado en ufi robos y hurtos
p-42775/20,san rafael,no,29/7/2020,observacion,,17/9/2020,,"mail del 04/09/2020 solicitando el sin efecto de la medida. pendiente falta entregar. en la fecha de retiro, lo retira juan pablo martinez"
p-769545/19,homicidios,si,3/8/2020,archivado,,11/8/2020,jv,retira auxiliar quevedo
p-50245/20,integridad sexual,si,,archivado,,4/9/2020,cn,retira ca�adas jefe de mesa de entradas sexuales
p-38322/20,homicidios,si,24/8/2020,archivado,,4/9/2020,jv,retira aux. mortaroti de homicidios
p-55523/20,alvear,si,4/8/2020,archivado,,24/8/2020,jv,retira juan pablo martinez
p-776016/19,rivadavia-junin,si,11/8/2020,archivado,,28/9/2020,cn,retira chofer
p-96878/18 segunda,san rafael,no,4/8/2020,falta comenzar,,,,no lo trajeron
p-56613/20,no especializados,si,5/8/2020,archivado,,24/9/2020,jv,retira adriana stella de ufi no especializados
p-52244/20,san rafael,si,15/9/2020,archivado,,4/3/2021,lo,retira juan pablo martinez
p-48568/20,delitos economicos,si,9/9/2020,archivado,,19/11/2020,jv,retira jose vega
p-779876/19,valle de uco,si,21/8/2020,archivado,,17/11/2020,cn,retira aux. gudi�o emmanuel
p-56512/20,delitos economicos,si,9/9/2020,archivado,,29/10/2020,cn,retira aux. jose vega de ufi economicos
p-31997/20,san martin,si,10/9/2020,archivado,,5/11/2020,ev,retira carlos emanuel aciar chofer de la 3ra
p-58024/20,integridad sexual,si,,turno otorgado,,,se cae,no lo trajeron
p-4436/20,"robos, hurtos y sustraccion automotores",si,12/8/2020,archivado,,13/8/2020,lo,retira auxiliar gabriela marin de esa ufi
p-49359/20,delitos economicos,si,9/9/2020,archivado,,11/3/2021,ev,retira juan redondo
p-23368/20,delitos economicos,si,16/10/2020,archivado,,19/11/2020,lo,retira jose vega
p-46811/20,rivadavia-junin,si,28/9/2020,archivado,,18/11/2020,jv,retira ariel morcos
p-48055/20,alvear,si,1/9/2020,archivado,,1/10/2020,ev,retira chofer rofolfo coletta
t-2952/20,oficina fiscal rivadavia,si,,observacion,,,,se cae el turno del d�a 30/09/2020 debido a que no ha ingresado a la unidad el secuestro
p-57803/20,homicidios,si,22/9/2020,archivado,,23/12/2020,cn,retira germ�n garc�a salazar
p-38038/20,delitos economicos,si,,turno otorgado,,,,
p-60898/20,"robos, hurtos y sustraccion automotores",si,,turno otorgado,,,,
p-57803/20 segunda,homicidios,si,28/8/2020,archivado,,4/9/2020,ev,retira aux. mortaroti de homicidios
p-59683/20,valle de uco,si,5/10/2020,archivado,,3/11/2020,cn,"retira moretti de despacho, para llevarlo al jefe de choferes para enviarlo a valle de uco."
p-60979/20,comisaria 15,si,5/10/2020,archivado,,22/12/2020,cn,restan analizas 1 all in one y 2 notebooks/ retira laura avila celulares  -- se retiran computadoras por aux. sof�a guillot 22/12/20 ufi delitos inform�ticos
p-54188/20,san rafael,si,1/9/2020,archivado,,21/10/2020,lo,retira juan pablo martinez 
p-60518/20,san martin,si,,se cae turno,,,,no lo trajeron
p-60768/20,san martin,si,3/2/2021,archivado,,12/2/2021,cn,retira dr. alberto tonelli
p-38083/20 segunda,delitos economicos,si,11/9/2020,archivado,,8/10/2020,jv,retira aux. cecilia gutierrez de ufi econ�micos
p-62846/20,homicidios,si,4/9/2020,archivado,,4/3/2021,jv,"trae autorizaci�n sin firmar, se compromente a corregir problema. envian autorizaci�n por mail. se imprime (04/09/2020) retira aux. sebastian quevedo el 04/03/21 celular motorola xt1756"
p-62388/20,"robos, hurtos y sustraccion automotores",si,7/10/2020,archivado,,15/10/2020,lo,retira auxiliar laura cona / borrado compartido 23/03/2021
p-56052/20,comisaria 15,si,,se cae turno,,,,no lo trajeron
p-61073/20,valle de uco,si,1/9/2020,archivado,,7/9/2020,jp,retira dr macelo ardito de la primera fiscalia camara del crimen
p-63942/20,homicidios,si,30/8/2020,archivado,,4/9/2020,lo,retira aux. mortaroti de homicidios
p-13716/20,delitos economicos,si,31/8/2020,archivado,,8/10/2020,jv,retira aux. cecilia gutierrez de ufi econ�micos
p-37759/20,san rafael,no,1/9/2020,archivado,,21/10/2020,ev,retira juan pablo martinez 
p-64283/20,homicidios,si,2/9/2020,archivado,,19/3/2021,lo,entregado en mesa de entradas de ufi robos y hurtos ya que cambio de unidad fiscal (archivado en robos)
p-56055/20,no especializados,si,,se cae turno,,,,no lo trajeron
p-63049/20,oficina fiscal san martin,si,,se cae turno,,,,no lo trajeron
p-55984/20,delitos economicos,si,,se cae turno,,,,no lo trajeron
p-63323/20,delitos economicos,si,3/9/2020,archivado,,15/3/2021,lo,entregado en mesa de entradas de ufi delitos econ�micos
p-64600/20,delitos economicos,si,,sin efecto,,,,mail de sin efecto del dia 04/09/2020
p-49517/20,integridad sexual,si,8/9/2021,archivado,,4/5/2021,ev,entregado informe parcial de celulares el 4/5/21 a aux. silvina morillo. falta informe de disco duro y cpu. listo para entregar con informe faltante. (15/02/2022) y retira aux. pablo ca�ada el 22/2/22
p-49517/20,integridad sexual,si,8/9/2021,archivado,,22/2/2022,ev,entregado informe parcial de celulares el 4/5/21 a aux. silvina morillo. falta informe de disco duro y cpu. listo para entregar con informe faltante. (15/02/2022) y retira aux. pablo ca�ada el 22/2/22
p-61961/20,"robos, hurtos y sustraccion automotores",si,,turno otorgado,,,,
p-47346/20,san rafael,,4/8/2020,archivado,,17/9/2020,lo,retira juan pablo martinez 
p-50535/20,"robos, hurtos y sustraccion automotores",si,11/9/2020,archivado,,15/10/2020,jv,retira auxiliar laura cona / borrado compartido 23/03/2021
p-58053/20,malargue,si,15/9/2020,archivado,,24/11/2020,lo,retira juan pablo martinez
p-65674/20,santa rosa,si,18/9/2020,archivado,,28/9/2020,jv,retira chofer
p-58277/20,automotores,si,15/9/2020,archivado,,17/2/2021,jv,retira aux. natalia saboia
p-40575/20 tercero,valle de uco,si,,turno otorgado,,,,
p-66134/20,automotores,no,11/9/2020,archivado,,17/9/2020,cn,retira auxiliar natalia salomon de ufi automotores
p-66452/20,oficina fiscal rivadavia,si,15/9/2020,archivado,,5/11/2020,lo,retira carlos emanuel aciar chofer 3ra
p-65948/20,oficina fiscal rivadavia,si,,archivado,,5/11/2020,lo,retira carlos emanuel aciar chofer 3ra
p-66394/20,homicidios,si,18/9/2020,archivado,,23/12/2020,lo,retira germ�n garc�a salazar
p-40962/20,san rafael,si,,se cae turno,,,,no lo trajeron
p-65264/20,homicidios,si,18/9/2020,archivado,,23/12/2020,lo,retira germ�n garc�a salazar
p-772268/19 tercera,san rafael,si,11/6/2020,falta entregar,,10/6/2021,cn,"dos sobres conteniendo celures, grabadora, sims, dvds, rooter, pens. retira aux. eduardo garcia de zona sur"
p-63195/20 ,san rafael,no,15/9/2020,archivado,,24/11/2020,lo,retira juan pablo martinez
p-60535/20,san rafael,no,15/9/2020,archivado,,24/11/2020,cn,retira juan pablo martinez
p-52949/20,san rafael,no,15/9/2020,archivado,,24/11/2020,cn,retira juan pablo martinez
p-734093/19,san rafael,no,15/9/2020,archivado,,24/11/2020,cn,retira juan pablo martinez
p-67066/20,"robos, hurtos y sustraccion automotores",si,3/11/2020,archivado,,30/11/2020,cn,retiria aux. federico ragno / borrado compartido 23/03/2021
p-66865/20,fpm 1of malarg�e,si,7/10/2020,archivado,,24/11/2020,cn,"recibi� cristian, retira juan pablo martinez"
p-61977/20,san rafael,no,17/9/2020,archivado,,14/10/2020,cn,retira jp martinez
p-65564/20,"robos, hurtos y sustraccion automotores",si,29/9/2020,archivado,,12/11/2020,cn,retira aux degiorgi de ufi robos y hurtos / borrado compartido 23/03/2021
p-64954/20,san martin,si,5/11/2020,archivado,,18/11/2020,cn,retira ariel morcos
p-66125/20,automotores,si,,observacion,,,,"informan de la ufi por correo, que la extracci�n fue realizada por observaciones judiciales hoy 06/11/2020"
p-67388/20,"robos, hurtos y sustraccion automotores",si,26/10/2020,archivado,,30/11/2020,jv,retira aux. federico ragno
p-50105/20,homicidios,si,23/10/2020,archivado,,24/11/2020,lo,retira aquiles torres
p-68014/20,delitos economicos,si,19/11/2020,archivado,,2/12/2020,lo,retira aux. laura avila
p-28794/19,ogap 2,no,24/9/2020,falta comenzar,,,,
p-23244/20 segunda,violencia genero,si,,turno otorgado,,,,
p-63942/20 segunda,homicidios,si,30/9/2020,archivado,,23/12/2020,cn,retira germ�n garc�a salazar
p-55516/20,rivadavia-junin,si,28/9/2020,archivado,,2/12/2020,cn,retira dr. alberto tonelli
p-13620/20,valle de uco,si,20/11/2020,archivado,,16/12/2020,ev,retira auxiliar ansi mauro
p-68971/20,"robos, hurtos y sustraccion automotores",si,7/10/2020,archivado,,15/10/2020,cn,retira auxiliar laura cona / borrado compartido 23/03/2021
p-70700/20,integridad sexual,si,5/11/2020,archivado,,5/2/2021,ev,retira auxiliar debora gez
p-69036/20,"robos, hurtos y sustraccion automotores",si,,se cae turno,,,,no lo trajeron
p-52588/20 segunda,san rafael,no,28/9/2020,archivado,,4/12/2020,ev,retira juan pablo mart�nez
p-50378/20,"robos, hurtos y sustraccion automotores",no,28/9/2020,falta comenzar,,,,
p-59435/20,san rafael,no,28/9/2020,archivado,,4/12/2020,lo,retira juan pablo mart�nez
p-70997/20,"robos, hurtos y sustraccion automotores",si,30/11/2020,archivado,,17/12/2020,cn,recibe secretario gustavo mateo / borrado compartido 23/03/2021
p-57724/20,san martin,si,5/11/2020,archivado,,18/11/2020,cn,retira ariel morcos
p-980143/20,"robos, hurtos y sustraccion automotores",si,,se cae turno,,,,no lo trajeron
p-68984/20,delitos economicos,si,17/11/2020,archivado,,24/11/2020,ev,
p-67959/20,san rafael,no,5/10/2020,archivado,,29/10/2020,ev,retira juan pablo mart�nez
p-61446/20,san rafael,no,5/10/2020,archivado,,4/12/2020,cn,retira juan pablo mart�nez
p-53685/20,san rafael,no,5/10/2020,archivado,,11/12/2020,cn,retira juan pablo mart�nez
p2-90233/14,san rafael,no,5/10/2020,archivado,,29/12/2020,lo,retira juan pablo martinez
p-71771/20,no especializados,si,,turno otorgado,,,,
p-66673/20,integridad sexual,si,27/10/2020,archivado,,5/2/2021,jv,retira auxiliar debora gez
p-66814/20,no especializados,si,23/2/2021,archivado,,5/3/2021,cn,retira aux. mar�a silvina amaya
p-748300/19,homicidios,si,7/10/2020,archivado,,20/10/2020,jv,retira german garc�a
p-55523/20 segunda,alvear,si,15/10/2020,archivado,,21/10/2020,ev,retira juan pablo martinez
p-43561/20,alvear,si,15/10/2020,archivado,,29/10/2020,ev,retira juan pablo martinez
p-73339/20,oficina fiscal 11,si,,observacion,,,,se cae turno debido a que no han traido el secuestro al momento del turno
p-63459/20,integridad sexual,si,8/10/2020,archivado,,5/2/2021,ev,retira auxiliar debora gez
p-71287/20,homicidios,si,8/10/2020,archivado,,18/12/2020,lo,retira aux. aquiles torres
p-47858/20,alvear,si,,turno otorgado,,,,
p-74384/20,san martin,si,,se cae turno,,,,
p-714374/19,alvear,si,6/1/2020,archivado,,5/2/2021,jv,retira juan pablo martinez
p-74985/20,"robos, hurtos y sustraccion automotores",si,,turno otorgado,,,,
p-73377/20,alvear,si,27/10/2020,archivado,,24/11/2020,jv,retira juan pablo martinez
p-46886/20,"robos, hurtos y sustraccion automotores",si,23/12/2020,archivado,,12/3/2021,cn,entregado en mesa de entradas de ufi robos y hurtos
p-72945/20,"robos, hurtos y sustraccion automotores",si,,observacion,,,,se cae por no traer el secuestro
p-60018/20,violencia genero,si,23/12/2020,archivado,,30/12/2020,ev,retira aux. menghini
p-47858/20 segunda,alvear,no,15/10/2020,archivado,,10/6/2021,ev,"retira aux. eduardo garcia de zona sur retira tel�fono, netbook y disco externo"
p-56821/20,san rafael,no,15/10/2020,archivado,,14/1/2021,ev,retira juan pablo martienez 
p-65841/20,alvear,no,15/10/2020,observacion,,27/1/2021,ev,sin efecto de dia 23/12/20. retira leonardo romo de san rafael
p-51797/20,homicidios,si,,turno otorgado,,,,
p-71785/20,homicidios,si,23/10/2020,archivado,,24/11/2020,jp,retira aquiles torres
t-2952/20 segundo,oficina fiscal rivadavia,si,,turno otorgado,,,,
p-75594/20,rivadavia-junin,si,7/1/2021,archivado,,12/2/2021,lo,retira dr alberto tonelli
p-50619/20,"robos, hurtos y sustraccion automotores",si,,se cae turno,,,,no lo trajeron
p-28784/19,ogap 2,si,24/9/2020,archivado,,27/10/2020,jv,retira auxiliar ceiclia albornoz
p-38140/20,alvear,si,6/1/2021,archivado,,5/2/2021,jv, retira juan pablo martinez
p-75275/20,comisaria 32,no,21/10/2020,archivado,,29/10/2020,lo,retira juan pablo martinez
p-64020/20,violencia genero,no,21/10/2020,archivado,,24/11/2020,jv,retira juan pablo martinez
p-55114/20,san rafael,no,21/10/2020,archivado,,27/1/2021,jv,retira auxiliar leonardo romo de san rafael
p-745720/19 segunda,san rafael,no,21/10/2020,falta comenzar,,,,
p-40239/20,san rafael,no,21/10/2020,archivado,,27/1/2021,jv,retira auxiliar leonardo romo de san rafael
p-74593/20,delitos economicos,si,29/10/2020,archivado,,19/11/2020,jv,retira jose vega
p-71184/20,rivadavia-junin,si,,se cae turno,,,lo,no lo trajeron
p-74380/20,delitos economicos,si,1/12/2020,archivado,,28/12/2020,lo,retira laura avila
p-77920/20,oficina fiscal 9,si,27/10/2020,archivado,,30/12/2020,jv,retira ludmila cruse�o
p-77237/20,homicidios,si,27/10/2020,archivado,,24/11/2020,jv,retira aquiles torres
p-73638/20,no especializados,si,2/11/2020,archivado,,24/11/2020,lo,retira m. sivia
p-76642/20,rivadavia-junin,si,5/11/2020,archivado,,2/12/2020,jv,retira dr. alberto tonelli
p-77237/20 segundo,homicidios,si,5/11/2020,archivado,,23/12/2020,lo,retira germ�n garc�a salazar
p-79563/20,"robos, hurtos y sustraccion automotores",si,12/11/2020,archivado,,5/2/2021,lo,entregado en mesa de entradas de ufi robos y hurtos / borrado compartido 23/03/2021
p-67674/20,san martin,si,5/11/2020,archivado,,2/12/2020,lo,retira dr. alberto tonelli
p-63643/20 primera,no especializados,si,,se cae turno,,,,no lo trajeron
p-71462/20,"robos, hurtos y sustraccion automotores",si,17/11/2020,archivado,,30/11/2020,lo,retira aux. federico ragno / borrado compartido 23/03/2021
p-62458/20,santa rosa,si,10/11/2020,archivado,,18/11/2020,lo,retira ariel morcos
p-78268/20,integridad sexual,si,11/11/2020,archivado,,14/1/2021,ev,retira valeria gioia
p-62748/20,"robos, hurtos y sustraccion automotores",si,,turno otorgado,,,,
p-69638/20,violencia genero,si,19/11/2020,archivado,,30/12/2020,lo,retira aux. menghini
p-68269/20,"robos, hurtos y sustraccion automotores",si,,turno otorgado,,,,
p-66761/20,"robos, hurtos y sustraccion automotores",si,20/11/2020,archivado,,30/11/2020,jv,retira aux federico ragno / borrado compartido 23/03/2021
p-77205/20,homicidios,si,2/11/2020,archivado,,23/12/2020,lo,retira germ�n garc�a salazar
p-56055/20 segundo turno,no especializados,si,,se cae turno,,,,no lo trajeron
p-70651/20,homicidios,si,30/11/2020,archivado,,23/12/2020,cn,retira germ�n garc�a salazar
p-63643/20 primera,no especializados,si,11/11/2020,archivado,,11/12/2020,ev,retira aux. claudia mercado
p-81848/20,integridad sexual,si,13/11/2020,archivado,,5/2/2021,ev,retira aux. debora gez
p-765986/19,integridad sexual,si,27/11/2020,archivado,,10/8/2021,cn,retira aux. federico simonovich de ufi sexuales
p-53776/20,san rafael,no,10/11/2020,archivado,,5/2/2021,lo,retira juan pablo martinez
p-76342/20,"robos, hurtos y sustraccion automotores",si,2/12/2020,archivado,,5/2/2021,lo,entregado en mesa de entrada de ufi de robos y hurtos
p-44835/20,alvear,si,4/12/2020,archivado,,6/1/2021,lo,retira juan pablo martinez
p-82128/20,"robos, hurtos y sustraccion automotores",si,,se cae turno,,,,no lo trajeron
p-56613/20 segundo,no especializados,si,,archivado,,30/12/2020,cn,retira ludmila cruse�o
p-54537/20,san rafael,no,18/11/2020,archivado,,29/12/2020,jv,retira juan pablo martinez
p-750583/19,san rafael,no,18/11/2020,archivado,,5/2/2021,lo,retira juan pablo martinez
p-84503/20,homicidios,si,,se cae turno,,,lo,no lo trajeron
p-84665/20,comisaria 8,no,20/11/2020,archivado,,29/12/2020,lo,retira juan pablo mart�nez
p-82862/20 ,valle de uco,si,16/12/2020,archivado,,18/2/2021,lo,retira nicolas lopez auxiliar pp el 18/02/2021
p-52949/20 segundo,integridad sexual,si,,turno otorgado,,,,
p-87358/20,homicidios,si,24/11/2020,archivado,,23/12/2020,jv,retira germ�n garc�a salazar
p-73163/20,san rafael,no,24/11/2020,archivado,,5/2/2021,ev,retira juan pablo martinez
p-87631/20,comisaria 18,si,26/11/2020,archivado,,16/12/2020,lo,retira auxiliar ansi mauro
p-85105/20,homicidios,si,26/11/2020,archivado,,23/12/2020,jv,retira germ�n garc�a salazar
p-83488/20,integridad sexual,si,27/11/2020,archivado,,25/1/2021,lo,retira osvaldo cordon
p-50404/20,primer juzgado penal colegiado,si,26/11/2020,archivado,,3/12/2020,cn,retira prosecretario gustavo santamaria
p-78795/20,violencia genero,si,11/12/2020,archivado,,,lo,retira aux. menghini
p-81409/20,san martin,si,2/12/2020,archivado,,14/12/2020,lo,retira dr. alberto tonelli
p-88540/20,delitos economicos,si,,se cae turno,,,,no lo trajeron
p-87358/20 segunda extracci�n,homicidios,si,30/11/2020,archivado,,23/12/2020,cn,retira germ�n garc�a salazar
p-79358/20,violencia genero,si,28/1/2021,archivado,,29/4/2021,jv,retira aux. gustavo morelli de vdg
p-44870/20 segundo,"robos, hurtos y sustraccion automotores",si,,se cae turno,,,lo,no lo trajeron
p-66587/20,"robos, hurtos y sustraccion automotores",si,28/12/2020,archivado,,11/2/2021,jv,entregado en mesa de entradas de ufi robos y hurtos
p-85851/20,delitos economicos,si,,turno otorgado,,,,
p-88222/20,no especializados,si,,turno otorgado,,,,
p-89251/20,san rafael,no,1/12/2020,archivado,,29/12/2020,ev,retira juan pablo mart�nez
p-88540/20 segundo turno,delitos economicos,si,,se cae turno,,,,no lo trajeron
p-89776/20,oficina fiscal 8,si,2/12/2020,archivado,,,cn,entregado en mesa de entradas de ufi robos y hurtos / borrado compartido 23/03/2021
p-71785/20 segunda,homicidios,si,23/12/2020,archivado,,11/2/2021,jv,retira auxiliar estefania meli
p-85861/20,comisaria 24,si,11/12/2020,archivado,,27/1/2021,jv,retira auxiliar leonardo romo de san rafel
p-56055/20,no especializados,si,22/1/2021,archivado,,5/2/2021,jv,retira aux. claudia mercado
p-77586/20,delitos economicos,si,28/12/2020,archivado,,26/1/2021,ev,"retira georgina somer. pasado al cajon, solo estaban las extracciones, sin reportes."
p-82128/20,"robos, hurtos y sustraccion automotores",si,11/12/2020,archivado,,,lo,recibe secetario gustavo mateo / borrado compartido 23/03/2021 
p-81822/20,delitos economicos,si,16/12/2020,archivado,,28/12/2020,ev,retira laura avila
p-63643/20 segunda,uf delitos no especializados 28,si,14/12/2020,archivado,,30/12/2020,jp,retira ludmila cruse�o
p-90379/20,oficina fiscal 1,si,,turno otorgado,,,,
p-82041/20,"robos, hurtos y sustraccion automotores",si,10/12/2020,archivado,,15/12/2020,,retira aux. ivana barkovich / borrado compartido 23/03/2021
p-86888/20,violencia genero,si,16/3/2021,archivado,,31/5/2021,lo,retira aux. pablo gonzalez
p-18183/20,santa rosa,si,26/1/2021,archivado,,4/3/2021,ev,retira aux. manuel aciar de despacho zona este
p-89980/20,correccional,si,,turno otorgado,,,,
p-52246/20,homicidios,si,18/12/2020,archivado,,19/1/2021,lo,retira sergio alfaro
p-92133/20,homicidios,si,,turno otorgado,,,,
p-91759/20,comisaria 20,si,11/12/2020,archivado,,18/8/2021,lo,retira emanuel guidi�o de esa ufi
p-92597/20,homicidios,no,11/12/2020,archivado,,23/12/2020,cn,retira germ�n garc�a salazar
p-64157/20,homicidios,si,16/12/2020,archivado,,11/2/2021,jv,retira aux. estefania meli
p-88688/20,violencia genero,si,6/1/2021,archivado,,5/2/2021,lo,retira juan pablo martinez
t-5989/20,rivadavia-junin,si,21/1/2021,archivado,,3/2/2021,jv,retira aciar emanuel
p-79716/20,violencia genero,si,18/12/2020,archivado,,21/12/2020,cn,retira aux. mariela cruz de jefatura de violencia de g�nero
p-26501/19,integridad sexual,si,1/2/2021,archivado,,5/2/2021,jv,retira auxiliar debora gez
p-5294/20,integridad sexual,si,16/12/2020,archivado,,14/1/2021,lo,retira valeria gioia
p-91326/20,"robos, hurtos y sustraccion automotores",si,,se cae turno,,,,no lo trajeron
p-93825/20,homicidios,no,16/12/2020,archivado,,18/12/2020,lo,retira aux. aquiles torres
p-93825/20 segunda,homicidios,no,17/12/2020,archivado,,23/12/2020,jp,retira germ�n garc�a salazar
p-980143/20 ,"robos, hurtos y sustraccion automotores",si,17/11/2020,archivado,,17/12/2020,jv,entregado a secretario gustavo matero
p-93825/20 tercera,homicidios,no,18/12/2020,archivado,,23/12/2020,lo,retira germ�n garc�a salazar
p-95293/20,"robos, hurtos y sustraccion automotores",si,2/2/2021,archivado,,2/3/2021,jp,entregado en mesa de entrada de ufi robos y hurtos
p-52349/20 segundo,no especializados,si,15/1/2021,archivado,,5/3/2021,lo,retira aux mar�a silvina amaya
p-63924/20,san rafael y delitos inform�ticos,si,27/10/2020,archivado,,29/12/2020,jv,retira juan pablo martinez
p-95865/20,"robos, hurtos y sustraccion automotores",si,30/12/2020,archivado,,4/2/2021,lo,entregado en mesa de entrada de ufi robos y hurtos
p-88540/20 3er turno 1ra extracci�n,delitos economicos,si,28/12/2020,archivado,,30/12/2020,lo,retira laura �vila
p-222/20,no especializados,si,15/1/2021,archivado,,5/2/2021,jv,retira aux. claudia mercado
p-79208/20,correccional,si,1/2/2021,archivado,,11/2/2021,jv,entregado en mesa de entrada de ufi correccional
p-83103/20,malargue,si,27/1/2021,archivado,,11/2/2021,ev,retira juan pablo martinez. 
p-75717/20,san rafael,no,29/12/2020,turno otorgado,,,,
p-50624/20,san rafael,si,6/1/2021,archivado,,5/2/2021,ev,retira juan pablo martinez
p-49056/18,valle de uco,no,30/12/2020,archivado,,23/2/2021,lo,retira aux. emmanuel gudi�o de ufi valle de uco
p-63643/20 cuarta,no especializados,si,5/2/2021,archivado,,5/3/2021,cn,solicitan hacer una inspeccion manual con personal de divisi�n robos y hurtos. carla habla con el secretario y no se realiza la medida. retira aux maria silvina amaya de no especializados
p-98201/20,oficina fiscal 9,si,,se cae turno,,,lo,no lo trajeron
p-94292/20,no,no,6/1/2021,archivado,,11/2/2021,lo,retira juan pablo martinez
p-54702/20,automotores,si,9/2/2021,archivado,,17/2/2021,cn,retira aux. natalia saboia
p-95629/20,valle de uco,no,7/1/2021,archivado,,16/4/2021,lo,"retira eduardo garcia chofer. pasado al caj�n solo extracciones, no hab�an reportes."
p-227/21,delitos economicos,si,,se cae turno,,,,no lo trajeron
p-87403/20,integridad sexual,si,14/1/2021,archivado,,5/2/2021,jv,retira auxiliar debora gez
p-78268/20 segunda,integridad sexual,si,14/1/2021,archivado,,5/2/2021,cn,retira auxiliar debora gez
p-2101/21,homicidios,si,12/1/2021,archivado,,11/2/2021,jv,retira auxiliar estefan�a meli
p-1973/21,oficina fiscal 17,si,15/1/2021,archivado,,5/2/2021,cn,entregado en mesa de entrada de ufi robos y hurtos
p-249/21,homicidios,si,,se cae turno,,,lo,no lo trajeron
p-2554/21,comisaria 18,si,20/1/2021,archivado,,16/4/2021,cn,retira emanuel gudi�o auxiliar valle de uco
p-99218/20,integridad sexual,si ,11/2/2021,archivado,,17/2/2021,cn,retira. marcela puebla pro de ufi delitos contra la integridad sexual
p-729289/19,alvear,si,5/2/2021,archivado,,18/2/2021,lo,retira juan pablo martinez
p-82179/20,delitos economicos,si,22/1/2021,archivado,,26/1/2021,cn,retira georgina somer
p-71184/20,oficina fiscal rivadavia,si,21/1/2021,archivado,,12/2/2021,jv,retira dr. alberto tonelli
p-69130/20,san rafael,si ,27/1/2021,archivado,,18/2/2021,ev,retira juan pablo martinez
p-1078/21,"robos, hurtos y sustraccion automotores",si,,observacion,,,,sin efecto
p-11733/20,malargue,si,,se cae turno,,,,no lo trajeron
p-74192/20,homicidios,si,19/1/2021,archivado,,11/2/2021,jv,retira aux. estefan�a meli
p-22248/20,rivadavia-junin,si,12/2/2021,archivado,,23/2/2021,lo,"retira ariel morcos de despacho de la tercera. se pasa al cajon las extracciones, no hab�an reportes."
p-4815/21,oficina fiscal 15,,21/1/2021,archivado,,27/1/2021,jv,retira omar nallim de ufi violencia de g�nero
p-83488/20 segunda,integridad sexual,si,27/11/2020,archivado,,25/1/2021,jv,retira osvaldo cordon
p-8554/21,integridad sexual,no,26/1/2021,archivado,,28/1/2021,ev,retira aux. moretti de despacho
p-100596/20,santa rosa,si,26/1/2021,archivado,,2/2/2021,cn,retira aux fernando chirino
p-2295/21,"robos, hurtos y sustraccion automotores",si,4/2/2021,archivado,,2/3/2021,ev,entregado en mesa de entradas de ufi robos y hurtos
p-27563/20,san martin,si,,se cae turno,,,,no lo trajeron
p-8462/21,"robos, hurtos y sustraccion automotores",si,,turno otorgado,,,,
p-97729/20,"robos, hurtos y sustraccion automotores",si,29/1/2021,archivado,,11/2/2021,lo,entregado en mesa de entradas de ufi robos y hurtos
p-8629/21,homicidios,si,23/2/2021,archivado,,4/3/2021,lo,retira aux. sebastian quevedo
p-66761/20 segundo,"robos, hurtos y sustraccion automotores",si,5/2/2021,archivado,,11/2/2021,lo,entregado en mesa de entradas de ufi robos y hurtos
p-91326/20 segundo,"robos, hurtos y sustraccion automotores",si,,se cae turno,,,,no lo trajeron 
p-152992/17,delitos economicos,si,17/2/2021,archivado,,23/2/2021,lo,entregado en mesa de entradas de ufi econ�micos
p-11181/21,delitos economicos,si,,se cae turno,,,,no lo trajeron 
p-12615/20 2da extracci�n,homicidios,si,8/2/2021,archivado,,12/3/2021,lo,retira aux. valeria ag�ero
p-18532/20,san rafael,si,,se cae turno,,,,no lo trajeron
p-92133/20 segundo,homicidios,si,,turno otorgado,,,,
p-83488/20 tercera,integridad sexual,si ,5/2/2021,archivado,,8/4/2021,jv,08/02/21 lo tiene fabian en su escritorio por orden de carla./ retira osvaldo cord�n el 08/04/2021
p-54217/20,homicidios,si,8/2/2021,archivado,,2/3/2021,lo,retira auxiliar pablo quiroga
p-7420/21,correccional,si,,se cae turno,,,,
p-72602/20,san rafael,no,5/2/2021,archivado,,25/2/2021,cn,retira juan pablo martinez
t-5199/20,transito,si,8/2/2021,archivado,,12/2/2021,cn,retira auxiliar matias salvi
p-75949/20,"robos, hurtos y sustraccion automotores",si,11/1/2021,archivado,,11/2/2021,cn,entregado en mesa de entradas de ufi robos y hurtos
p-13082/20,oficina fiscal 1,si,,turno otorgado,,,,
p-82151/20,oficina fiscal san martin,si,23/2/2021,archivado,,4/3/2021,cn,retira aux. manuel aciar de despacho zona este
p-74985/20 2do turno 1ra extracci�n,"robos, hurtos y sustraccion automotores",si,24/2/2021,archivado,,2/3/2021,cn,entregado en mesa de entradas de ufi robos y hurtos
p-749355/19,violencia genero,si,23/2/2021,archivado,,29/4/2021,jv,retira aux. gustavo morelli de vdg
